time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,average
2020-04-08 08:50:00,8.0,7.0,7.0,5.0,6.0,-0.0,9,6.6
2020-04-08 08:50:00,6.0,8.0,7.0,8.0,5.0,6.0,3,6.8
2020-04-08 08:50:00,8.0,8.0,8.0,,6.0,4.0,14,7.5
2020-04-08 08:50:00,5.0,7.0,7.0,6.0,4.0,5.0,3,5.8
2020-04-08 08:50:00,7.0,7.0,7.0,7.0,5.0,6.0,3,6.6
2020-04-08 08:50:00,6.0,8.0,5.0,4.0,4.0,3.0,11,5.4
2020-04-08 08:50:00,7.0,8.0,7.0,,4.0,4.0,14,6.5
2020-04-08 08:50:00,3.0,7.0,5.0,,4.0,4.0,18,4.75
2020-04-08 08:50:00,7.0,7.0,8.0,6.0,6.0,2.0,9,6.8
2020-04-08 08:50:00,6.0,8.0,4.0,4.0,5.0,3.0,11,5.4
2020-04-08 08:50:00,8.0,8.0,5.0,6.0,8.0,,1,7.0
2020-04-08 08:50:00,6.0,7.0,6.0,,5.0,4.0,14,6.0
2020-04-08 08:50:00,7.0,7.0,6.0,7.0,5.0,6.0,3,6.4
2020-04-08 08:50:00,6.0,5.0,6.0,0.0,6.0,,3,4.6
2020-04-08 08:50:00,6.0,8.0,7.0,7.0,4.0,6.0,3,6.4
2020-04-08 08:50:00,4.0,4.0,5.0,,1.0,3.0,2,3.5
2020-04-08 08:50:00,7.0,7.0,6.0,5.0,6.0,1.0,9,6.2
2020-04-08 08:50:00,6.0,8.0,7.0,6.0,5.0,6.0,3,6.4
2020-04-08 08:50:00,5.0,7.0,7.0,,5.0,3.0,14,6.0
2020-04-08 08:50:00,2.0,5.0,3.0,,4.0,5.0,18,3.5
2020-04-08 08:50:00,4.0,7.0,5.0,,5.0,5.0,18,5.25
2020-04-08 08:50:00,7.0,6.0,7.0,5.0,7.0,0.0,9,6.4
2020-04-08 08:50:00,8.0,7.0,5.0,6.0,7.0,0.0,9,6.6
2020-04-08 08:50:00,6.0,8.0,7.0,8.0,5.0,5.0,3,6.8
2020-04-08 08:50:00,5.0,7.0,7.0,7.0,4.0,6.0,3,6.0
2020-04-08 08:50:00,3.0,5.0,3.0,,2.0,2.0,2,3.25
2020-04-08 08:50:00,7.0,8.0,6.0,7.0,6.0,6.0,3,6.8
2020-04-08 08:50:00,5.0,7.0,6.0,6.0,5.0,6.0,3,5.8
2020-04-08 08:50:00,2.0,3.0,2.0,2.0,2.0,1.0,6,2.2
2020-04-08 08:50:00,9.0,8.0,5.0,7.0,7.0,,1,7.2
2020-04-08 08:50:00,3.0,5.0,3.0,,3.0,5.0,12,3.5
2020-04-08 08:50:00,7.0,8.0,7.0,6.0,5.0,7.0,3,6.6
2020-04-08 08:50:00,0.0,1.0,3.0,,2.0,5.0,19,1.5
2020-04-08 08:50:00,5.0,8.0,7.0,,5.0,4.0,14,6.25
2020-04-08 08:50:00,3.0,3.0,5.0,,0.0,4.0,2,2.75
2020-04-08 08:50:00,2.0,1.0,3.0,,2.0,3.0,13,2.0
2020-04-08 08:50:00,2.0,2.0,4.0,3.0,2.0,1.0,6,2.6
2020-04-08 08:50:00,8.0,9.0,6.0,7.0,9.0,,1,7.8
2020-04-08 08:50:00,8.0,7.0,7.0,5.0,5.0,2.0,9,6.4
2020-04-08 08:50:00,7.0,7.0,6.0,6.0,5.0,7.0,3,6.2
2020-04-08 08:50:00,8.0,8.0,7.0,5.0,5.0,0.0,9,6.6
2020-04-08 08:50:00,6.0,7.0,7.0,5.0,5.0,1.0,9,6.0
2020-04-08 08:50:00,6.0,10.0,7.0,7.0,6.0,6.0,3,7.2
2020-04-08 08:50:00,6.0,8.0,7.0,,5.0,5.0,14,6.5
2020-04-08 08:50:00,6.0,5.0,7.0,,6.0,4.0,14,6.0
2020-04-08 08:50:00,6.0,7.0,7.0,,4.0,5.0,14,6.0
2020-04-08 08:50:00,7.0,7.0,6.0,4.0,6.0,2.0,9,6.0
2020-04-08 08:50:00,7.0,8.0,6.0,7.0,6.0,6.0,3,6.8
2020-04-08 08:50:00,7.0,7.0,7.0,4.0,6.0,1.0,9,6.2
2020-04-08 08:50:00,5.0,7.0,7.0,,5.0,3.0,14,6.0
2020-04-08 08:50:00,7.0,8.0,7.0,7.0,5.0,6.0,3,6.8
2020-04-08 08:50:00,6.0,8.0,6.0,7.0,5.0,7.0,3,6.4
2020-04-08 08:50:00,2.0,7.0,4.0,,4.0,4.0,18,4.25
2020-04-08 08:50:00,7.0,8.0,6.0,8.0,4.0,6.0,3,6.6
2020-04-08 08:50:00,6.0,7.0,5.0,8.0,4.0,6.0,3,6.0
2020-04-08 08:50:00,8.0,8.0,7.0,4.0,6.0,0.0,9,6.6
2020-04-08 08:50:00,5.0,8.0,7.0,7.0,5.0,6.0,3,6.4
2020-04-08 08:50:00,6.0,7.0,6.0,7.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,7.0,8.0,7.0,6.0,5.0,8.0,3,6.6
2020-04-08 08:50:00,5.0,7.0,7.0,,5.0,4.0,14,6.0
2020-04-08 08:50:00,6.0,6.0,7.0,,5.0,3.0,14,6.0
2020-04-08 08:50:00,3.0,7.0,3.0,,6.0,5.0,18,4.75
2020-04-08 08:50:00,5.0,7.0,6.0,,5.0,3.0,14,5.75
2020-04-08 08:50:00,6.0,7.0,8.0,6.0,6.0,7.0,3,6.6
2020-04-08 08:50:00,7.0,8.0,8.0,6.0,8.0,1.0,9,7.4
2020-04-08 08:50:00,5.0,9.0,5.0,5.0,6.0,5.0,3,6.0
2020-04-08 08:50:00,6.0,8.0,6.0,7.0,5.0,6.0,3,6.4
2020-04-08 08:50:00,6.0,9.0,6.0,5.0,5.0,3.0,11,6.2
2020-04-08 08:50:00,6.0,10.0,5.0,4.0,6.0,2.0,11,6.2
2020-04-08 08:50:00,3.0,1.0,1.0,3.0,2.0,2.0,6,2.0
2020-04-08 08:50:00,2.0,4.0,5.0,,2.0,3.0,2,3.25
2020-04-08 08:50:00,7.0,6.0,8.0,,5.0,3.0,14,6.5
2020-04-08 08:50:00,6.0,7.0,7.0,6.0,6.0,6.0,3,6.4
2020-04-08 08:50:00,8.0,9.0,7.0,7.0,8.0,,1,7.8
2020-04-08 08:50:00,6.0,6.0,8.0,,5.0,4.0,14,6.25
2020-04-08 08:50:00,7.0,8.0,7.0,,5.0,3.0,14,6.75
2020-04-08 08:50:00,3.0,4.0,3.0,,2.0,6.0,4,3.0
2020-04-08 08:50:00,5.0,9.0,4.0,6.0,5.0,4.0,11,5.8
2020-04-08 08:50:00,3.0,7.0,4.0,,5.0,4.0,18,4.75
2020-04-08 08:50:00,1.0,3.0,0.0,1.0,1.0,2.0,6,1.2
2020-04-08 08:50:00,6.0,8.0,7.0,5.0,6.0,1.0,9,6.4
2020-04-08 08:50:00,3.0,5.0,2.0,,3.0,5.0,12,3.25
2020-04-08 08:50:00,3.0,7.0,4.0,,5.0,5.0,18,4.75
2020-04-08 08:50:00,6.0,9.0,6.0,4.0,5.0,3.0,11,6.0
2020-04-08 08:50:00,7.0,6.0,7.0,3.0,4.0,1.0,9,5.4
2020-04-08 08:50:00,3.0,6.0,5.0,,5.0,4.0,18,4.75
2020-04-08 08:50:00,8.0,8.0,8.0,,5.0,1.0,8,7.25
2020-04-08 08:50:00,6.0,8.0,7.0,6.0,5.0,7.0,3,6.4
2020-04-08 08:50:00,5.0,7.0,5.0,6.0,6.0,7.0,3,5.8
2020-04-08 08:50:00,6.0,9.0,6.0,8.0,5.0,4.0,3,6.8
2020-04-08 08:50:00,3.0,6.0,5.0,,4.0,4.0,18,4.5
2020-04-08 08:50:00,3.0,6.0,4.0,,3.0,5.0,12,4.0
2020-04-08 08:50:00,5.0,9.0,3.0,3.0,5.0,3.0,11,5.0
2020-04-08 08:50:00,7.0,6.0,5.0,7.0,5.0,7.0,3,6.0
2020-04-08 08:50:00,6.0,8.0,7.0,7.0,6.0,6.0,3,6.8
2020-04-08 08:50:00,7.0,9.0,5.0,5.0,6.0,3.0,11,6.4
2020-04-08 08:50:00,7.0,8.0,7.0,,6.0,4.0,14,7.0
2020-04-08 08:50:00,4.0,6.0,4.0,,5.0,5.0,18,4.75
2020-04-08 08:50:00,2.0,4.0,4.0,,1.0,2.0,2,2.75
2020-04-08 08:50:00,7.0,7.0,6.0,,6.0,4.0,14,6.5
2020-04-08 08:50:00,6.0,9.0,6.0,9.0,4.0,5.0,3,6.8
2020-04-08 08:50:00,7.0,8.0,8.0,,4.0,3.0,14,6.75
2020-04-08 08:50:00,7.0,7.0,6.0,5.0,6.0,-0.0,9,6.2
2020-04-08 08:50:00,8.0,6.0,6.0,4.0,6.0,1.0,9,6.0
2020-04-08 08:50:00,7.0,8.0,8.0,,5.0,4.0,14,7.0
2020-04-08 08:50:00,3.0,4.0,5.0,,0.0,2.0,2,3.0
2020-04-08 08:50:00,5.0,9.0,6.0,4.0,5.0,2.0,11,5.8
2020-04-08 08:50:00,6.0,8.0,6.0,8.0,4.0,7.0,3,6.4
2020-04-08 08:50:00,2.0,2.0,1.0,3.0,2.0,2.0,6,2.0
2020-04-08 08:50:00,5.0,4.0,3.0,,2.0,7.0,4,3.5
2020-04-08 08:50:00,7.0,8.0,6.0,6.0,5.0,7.0,3,6.4
2020-04-08 08:50:00,7.0,8.0,7.0,4.0,6.0,1.0,9,6.4
2020-04-08 08:50:00,7.0,7.0,6.0,7.0,6.0,6.0,3,6.6
2020-04-08 08:50:00,3.0,7.0,3.0,,5.0,3.0,18,4.5
2020-04-08 08:50:00,5.0,9.0,5.0,6.0,5.0,6.0,3,6.0
2020-04-08 08:50:00,7.0,8.0,5.0,6.0,7.0,,1,6.6
2020-04-08 08:50:00,1.0,2.0,3.0,,4.0,4.0,19,2.5
2020-04-08 08:50:00,2.0,2.0,2.0,,2.0,4.0,13,2.0
2020-04-08 08:50:00,7.0,6.0,7.0,6.0,6.0,2.0,9,6.4
2020-04-08 08:50:00,2.0,3.0,1.0,2.0,2.0,2.0,6,2.0
2020-04-08 08:50:00,7.0,8.0,7.0,5.0,5.0,1.0,9,6.4
2020-04-08 08:50:00,6.0,8.0,5.0,8.0,6.0,6.0,3,6.6
2020-04-08 08:50:00,7.0,7.0,8.0,4.0,6.0,2.0,9,6.4
2020-04-08 08:50:00,6.0,7.0,6.0,,4.0,4.0,14,5.75
2020-04-08 08:50:00,5.0,6.0,8.0,,7.0,4.0,14,6.5
2020-04-08 08:50:00,8.0,7.0,7.0,5.0,6.0,2.0,9,6.6
2020-04-08 08:50:00,5.0,6.0,7.0,,5.0,3.0,14,5.75
2020-04-08 08:50:00,7.0,7.0,6.0,5.0,5.0,1.0,9,6.0
2020-04-08 08:50:00,7.0,9.0,5.0,7.0,5.0,6.0,3,6.6
2020-04-08 08:50:00,3.0,2.0,3.0,,2.0,6.0,4,2.5
2020-04-08 08:50:00,6.0,9.0,5.0,6.0,4.0,6.0,3,6.0
2020-04-08 08:50:00,8.0,8.0,8.0,5.0,6.0,1.0,9,7.0
2020-04-08 08:50:00,3.0,4.0,5.0,2.0,2.0,2.0,2,3.2
2020-04-08 08:50:00,3.0,3.0,3.0,,1.0,5.0,4,2.5
2020-04-08 08:50:00,7.0,9.0,5.0,3.0,5.0,2.0,11,5.8
2020-04-08 08:50:00,6.0,8.0,6.0,6.0,7.0,1.0,9,6.6
2020-04-08 08:50:00,6.0,8.0,5.0,7.0,6.0,5.0,3,6.4
2020-04-08 08:50:00,8.0,6.0,6.0,5.0,6.0,2.0,9,6.2
2020-04-08 08:50:00,3.0,6.0,5.0,,6.0,5.0,18,5.0
2020-04-08 08:50:00,8.0,6.0,8.0,6.0,6.0,2.0,9,6.8
2020-04-08 08:50:00,8.0,7.0,7.0,5.0,6.0,1.0,9,6.6
2020-04-08 08:50:00,5.0,9.0,4.0,4.0,5.0,4.0,11,5.4
2020-04-08 08:50:00,6.0,7.0,6.0,,5.0,4.0,14,6.0
2020-04-08 08:50:00,2.0,6.0,5.0,,5.0,3.0,18,4.5
2020-04-08 08:50:00,7.0,7.0,8.0,4.0,6.0,0.0,9,6.4
2020-04-08 08:50:00,3.0,8.0,4.0,,6.0,4.0,18,5.25
2020-04-08 08:50:00,6.0,7.0,6.0,4.0,5.0,2.0,9,5.6
2020-04-08 08:50:00,6.0,8.0,5.0,7.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,8.0,6.0,8.0,,5.0,4.0,14,6.75
2020-04-08 08:50:00,7.0,8.0,7.0,8.0,4.0,7.0,3,6.8
2020-04-08 08:50:00,6.0,6.0,7.0,,5.0,5.0,14,6.0
2020-04-08 08:50:00,7.0,6.0,8.0,6.0,5.0,2.0,9,6.4
2020-04-08 08:50:00,2.0,5.0,4.0,,1.0,3.0,2,3.0
2020-04-08 08:50:00,4.0,7.0,5.0,,5.0,5.0,18,5.25
2020-04-08 08:50:00,2.0,3.0,5.0,,1.0,2.0,2,2.75
2020-04-08 08:50:00,2.0,8.0,3.0,,5.0,4.0,18,4.5
2020-04-08 08:50:00,7.0,8.0,4.0,3.0,4.0,3.0,11,5.2
2020-04-08 08:50:00,3.0,3.0,3.0,,2.0,5.0,4,2.75
2020-04-08 08:50:00,7.0,7.0,7.0,,6.0,3.0,14,6.75
2020-04-08 08:50:00,2.0,7.0,4.0,,5.0,5.0,18,4.5
2020-04-08 08:50:00,7.0,7.0,7.0,4.0,5.0,2.0,9,6.0
2020-04-08 08:50:00,5.0,9.0,4.0,5.0,5.0,3.0,11,5.6
2020-04-08 08:50:00,6.0,9.0,5.0,4.0,5.0,3.0,11,5.8
2020-04-08 08:50:00,7.0,9.0,5.0,7.0,5.0,5.0,3,6.6
2020-04-08 08:50:00,7.0,8.0,7.0,6.0,6.0,7.0,3,6.8
2020-04-08 08:50:00,8.0,7.0,8.0,5.0,7.0,1.0,9,7.0
2020-04-08 08:50:00,8.0,7.0,5.0,6.0,5.0,0.0,9,6.2
2020-04-08 08:50:00,6.0,8.0,6.0,7.0,5.0,7.0,3,6.4
2020-04-08 08:50:00,6.0,5.0,5.0,4.0,4.0,,16,4.8
2020-04-08 08:50:00,2.0,6.0,4.0,,5.0,4.0,18,4.25
2020-04-08 08:50:00,9.0,8.0,6.0,7.0,8.0,,1,7.6
2020-04-08 08:50:00,7.0,7.0,7.0,,5.0,5.0,14,6.5
2020-04-08 08:50:00,2.0,1.0,6.0,3.0,2.0,0.0,1,2.8
2020-04-08 08:50:00,8.0,9.0,4.0,4.0,5.0,2.0,11,6.0
2020-04-08 08:50:00,4.0,3.0,5.0,,2.0,2.0,2,3.5
2020-04-08 08:50:00,6.0,8.0,5.0,4.0,6.0,3.0,11,5.8
2020-04-08 08:50:00,7.0,7.0,7.0,,5.0,2.0,14,6.5
2020-04-08 08:50:00,7.0,7.0,8.0,,4.0,5.0,14,6.5
2020-04-08 08:50:00,7.0,8.0,6.0,8.0,5.0,6.0,3,6.8
2020-04-08 08:50:00,5.0,9.0,6.0,6.0,6.0,7.0,3,6.4
2020-04-08 08:50:00,6.0,7.0,8.0,,6.0,4.0,14,6.75
2020-04-08 08:50:00,6.0,9.0,5.0,4.0,5.0,3.0,11,5.8
2020-04-08 08:50:00,6.0,7.0,7.0,,4.0,4.0,14,6.0
2020-04-08 08:50:00,6.0,6.0,6.0,,5.0,4.0,14,5.75
2020-04-08 08:50:00,7.0,8.0,6.0,6.0,8.0,,1,7.0
2020-04-08 08:50:00,4.0,3.0,3.0,1.0,2.0,5.0,4,2.6
2020-04-08 08:50:00,6.0,7.0,7.0,,5.0,5.0,14,6.25
2020-04-08 08:50:00,7.0,7.0,5.0,8.0,6.0,6.0,3,6.6
2020-04-08 08:50:00,6.0,9.0,6.0,4.0,5.0,3.0,11,6.0
2020-04-08 08:50:00,7.0,8.0,6.0,7.0,5.0,6.0,3,6.6
2020-04-08 08:50:00,6.0,7.0,8.0,7.0,5.0,6.0,3,6.6
2020-04-08 08:50:00,6.0,8.0,5.0,,5.0,4.0,14,6.0
2020-04-08 08:50:00,3.0,0.0,4.0,3.0,2.0,2.0,1,2.4
2020-04-08 08:50:00,6.0,7.0,6.0,7.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,5.0,5.0,5.0,1.0,3.0,1.0,5,3.8
2020-04-08 08:50:00,6.0,7.0,7.0,,5.0,4.0,14,6.25
2020-04-08 08:50:00,5.0,6.0,7.0,,5.0,3.0,14,5.75
2020-04-08 08:50:00,6.0,8.0,6.0,8.0,5.0,5.0,3,6.6
2020-04-08 08:50:00,6.0,7.0,7.0,,5.0,4.0,14,6.25
2020-04-08 08:50:00,5.0,10.0,6.0,7.0,4.0,6.0,3,6.4
2020-04-08 08:50:00,4.0,3.0,3.0,,1.0,6.0,4,2.75
2020-04-08 08:50:00,2.0,4.0,4.0,,2.0,2.0,2,3.0
2020-04-08 08:50:00,6.0,9.0,6.0,7.0,4.0,7.0,3,6.4
2020-04-08 08:50:00,7.0,8.0,8.0,7.0,6.0,1.0,9,7.2
2020-04-08 08:50:00,3.0,8.0,3.0,,5.0,4.0,18,4.75
2020-04-08 08:50:00,2.0,4.0,6.0,,1.0,3.0,2,3.25
2020-04-08 08:50:00,7.0,9.0,5.0,4.0,5.0,2.0,11,6.0
2020-04-08 08:50:00,6.0,7.0,6.0,7.0,5.0,8.0,3,6.2
2020-04-08 08:50:00,2.0,1.0,5.0,3.0,2.0,2.0,1,2.6
2020-04-08 08:50:00,7.0,8.0,7.0,7.0,5.0,6.0,3,6.8
2020-04-08 08:50:00,6.0,7.0,7.0,,5.0,1.0,8,6.25
2020-04-08 08:50:00,4.0,5.0,4.0,1.0,3.0,2.0,5,3.4
2020-04-08 08:50:00,6.0,8.0,7.0,7.0,5.0,6.0,3,6.6
2020-04-08 08:50:00,4.0,5.0,4.0,1.0,3.0,0.0,5,3.4
2020-04-08 08:50:00,7.0,9.0,5.0,4.0,4.0,3.0,11,5.8
2020-04-08 08:50:00,6.0,9.0,7.0,6.0,6.0,5.0,3,6.8
2020-04-08 08:50:00,7.0,9.0,4.0,4.0,4.0,2.0,11,5.6
2020-04-08 08:50:00,6.0,7.0,7.0,8.0,5.0,6.0,3,6.6
2020-04-08 08:50:00,6.0,6.0,7.0,,5.0,4.0,14,6.0
2020-04-08 08:50:00,5.0,7.0,7.0,7.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,6.0,8.0,6.0,6.0,5.0,5.0,3,6.2
2020-04-08 08:50:00,2.0,8.0,4.0,,5.0,3.0,18,4.75
2020-04-08 08:50:00,3.0,4.0,4.0,,1.0,1.0,2,3.0
2020-04-08 08:50:00,7.0,10.0,5.0,3.0,5.0,3.0,11,6.0
2020-04-08 08:50:00,6.0,10.0,6.0,5.0,4.0,2.0,11,6.2
2020-04-08 08:50:00,2.0,6.0,3.0,,5.0,4.0,18,4.0
2020-04-08 08:50:00,6.0,8.0,6.0,6.0,5.0,5.0,3,6.2
2020-04-08 08:50:00,5.0,8.0,6.0,7.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,6.0,7.0,6.0,,5.0,4.0,14,6.0
2020-04-08 08:50:00,6.0,7.0,7.0,,5.0,3.0,14,6.25
2020-04-08 08:50:00,2.0,1.0,5.0,4.0,3.0,1.0,1,3.0
2020-04-08 08:50:00,1.0,0.0,5.0,4.0,1.0,1.0,1,2.2
2020-04-08 08:50:00,4.0,6.0,4.0,,3.0,5.0,12,4.25
2020-04-08 08:50:00,6.0,6.0,7.0,5.0,6.0,0.0,9,6.0
2020-04-08 08:50:00,5.0,7.0,6.0,8.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,8.0,9.0,7.0,8.0,8.0,,1,8.0
2020-04-08 08:50:00,6.0,7.0,5.0,2.0,3.0,0.0,5,4.6
2020-04-08 08:50:00,5.0,9.0,5.0,3.0,5.0,2.0,11,5.4
2020-04-08 08:50:00,6.0,7.0,5.0,7.0,4.0,5.0,3,5.8
2020-04-08 08:50:00,7.0,6.0,6.0,7.0,5.0,5.0,3,6.2
2020-04-08 08:50:00,9.0,9.0,6.0,6.0,7.0,,1,7.4
2020-04-08 08:50:00,6.0,6.0,6.0,,3.0,3.0,14,5.25
2020-04-08 08:50:00,7.0,8.0,6.0,7.0,6.0,0.0,9,6.8
2020-04-08 08:50:00,7.0,8.0,6.0,7.0,5.0,7.0,3,6.6
2020-04-08 08:50:00,4.0,7.0,4.0,,6.0,4.0,18,5.25
2020-04-08 08:50:00,3.0,6.0,5.0,,2.0,5.0,12,4.0
2020-04-08 08:50:00,6.0,7.0,8.0,,6.0,5.0,14,6.75
2020-04-08 08:50:00,4.0,7.0,4.0,0.0,3.0,0.0,5,3.6
2020-04-08 08:50:00,5.0,6.0,7.0,,6.0,5.0,14,6.0
2020-04-08 08:50:00,7.0,6.0,8.0,,5.0,4.0,14,6.5
2020-04-08 08:50:00,6.0,7.0,6.0,,6.0,3.0,14,6.25
2020-04-08 08:50:00,6.0,9.0,6.0,8.0,5.0,6.0,3,6.8
2020-04-08 08:50:00,3.0,6.0,6.0,,4.0,6.0,12,4.75
2020-04-08 08:50:00,6.0,10.0,4.0,5.0,6.0,4.0,11,6.2
2020-04-08 08:50:00,8.0,8.0,7.0,,6.0,3.0,14,7.25
2020-04-08 08:50:00,8.0,9.0,5.0,6.0,9.0,,1,7.4
2020-04-08 08:50:00,2.0,1.0,4.0,2.0,2.0,1.0,1,2.2
2020-04-08 08:50:00,5.0,3.0,3.0,,2.0,6.0,4,3.25
2020-04-08 08:50:00,4.0,10.0,4.0,4.0,5.0,2.0,11,5.4
2020-04-08 08:50:00,4.0,4.0,4.0,,3.0,6.0,4,3.75
2020-04-08 08:50:00,5.0,7.0,4.0,0.0,4.0,1.0,5,4.0
2020-04-08 08:50:00,6.0,9.0,6.0,7.0,5.0,5.0,3,6.6
2020-04-08 08:50:00,6.0,10.0,6.0,4.0,4.0,3.0,11,6.0
2020-04-08 08:50:00,1.0,1.0,4.0,3.0,1.0,0.0,1,2.0
2020-04-08 08:50:00,5.0,7.0,6.0,,6.0,4.0,14,6.0
2020-04-08 08:50:00,6.0,7.0,8.0,,5.0,4.0,14,6.5
2020-04-08 08:50:00,5.0,9.0,5.0,4.0,5.0,2.0,11,5.6
2020-04-08 08:50:00,7.0,9.0,4.0,4.0,4.0,3.0,11,5.6
2020-04-08 08:50:00,4.0,5.0,4.0,,3.0,5.0,12,4.0
2020-04-08 08:50:00,6.0,8.0,5.0,6.0,5.0,5.0,3,6.0
2020-04-08 08:50:00,3.0,6.0,4.0,,3.0,5.0,12,4.0
2020-04-08 08:50:00,2.0,2.0,3.0,2.0,2.0,1.0,1,2.2
2020-04-08 08:50:00,2.0,4.0,5.0,,1.0,2.0,2,3.0
2020-04-08 08:50:00,6.0,8.0,7.0,6.0,4.0,7.0,3,6.2
2020-04-08 08:50:00,6.0,8.0,6.0,6.0,6.0,6.0,3,6.4
2020-04-08 08:50:00,7.0,8.0,7.0,,5.0,4.0,14,6.75
2020-04-08 08:50:00,3.0,4.0,5.0,,1.0,2.0,2,3.25
2020-04-08 08:50:00,6.0,9.0,5.0,3.0,5.0,3.0,11,5.6
2020-04-08 08:50:00,5.0,8.0,7.0,,6.0,4.0,14,6.5
2020-04-08 08:50:00,1.0,2.0,2.0,2.0,2.0,1.0,6,1.8
2020-04-08 08:50:00,8.0,9.0,6.0,3.0,6.0,1.0,11,6.4
2020-04-08 08:50:00,5.0,7.0,7.0,8.0,5.0,5.0,3,6.4
2020-04-08 08:50:00,6.0,8.0,6.0,6.0,5.0,7.0,3,6.2
2020-04-08 08:50:00,8.0,7.0,8.0,4.0,7.0,1.0,9,6.8
2020-04-08 08:50:00,6.0,9.0,4.0,3.0,4.0,3.0,11,5.2
2020-04-08 08:50:00,3.0,5.0,3.0,,1.0,1.0,2,3.0
2020-04-08 08:50:00,7.0,6.0,6.0,7.0,5.0,6.0,3,6.2
2020-04-08 08:50:00,7.0,7.0,7.0,,5.0,4.0,14,6.5
2020-04-08 08:50:00,7.0,10.0,5.0,4.0,6.0,4.0,11,6.4
2020-04-08 08:50:00,2.0,1.0,3.0,3.0,2.0,1.0,1,2.2
2020-04-08 08:50:00,2.0,1.0,4.0,2.0,2.0,0.0,1,2.2
2020-04-08 08:50:00,5.0,6.0,7.0,,5.0,3.0,14,5.75
2020-04-08 08:50:00,2.0,1.0,3.0,2.0,2.0,2.0,1,2.0
2020-04-08 08:50:00,4.0,6.0,4.0,1.0,4.0,1.0,5,3.8
2020-04-08 08:50:00,6.0,7.0,6.0,,5.0,5.0,14,6.0
2020-04-08 08:50:00,4.0,7.0,4.0,2.0,1.0,0.0,5,3.6
2020-04-08 08:50:00,8.0,10.0,5.0,7.0,8.0,,1,7.6
2020-04-08 08:50:00,7.0,8.0,7.0,6.0,6.0,2.0,9,6.8
2020-04-08 08:50:00,6.0,9.0,6.0,6.0,5.0,6.0,3,6.4
2020-04-08 08:50:00,6.0,8.0,6.0,7.0,4.0,5.0,3,6.2
2020-04-08 08:50:00,2.0,5.0,5.0,,1.0,1.0,2,3.25
2020-04-08 08:50:00,0.0,2.0,4.0,2.0,2.0,1.0,1,2.0
2020-04-08 08:50:00,3.0,8.0,4.0,,5.0,5.0,18,5.0
2020-04-08 08:50:00,7.0,8.0,8.0,5.0,6.0,1.0,9,6.8
2020-04-08 08:50:00,5.0,6.0,5.0,2.0,3.0,1.0,5,4.2
2020-04-08 08:50:00,6.0,7.0,7.0,7.0,6.0,5.0,3,6.6
2020-04-08 08:50:00,7.0,7.0,7.0,,4.0,3.0,14,6.25
2020-04-08 08:50:00,2.0,7.0,3.0,,4.0,5.0,18,4.0
2020-04-08 08:50:00,3.0,2.0,5.0,3.0,2.0,0.0,1,3.0
2020-04-08 08:50:00,6.0,7.0,5.0,7.0,6.0,6.0,3,6.2
2020-04-08 08:50:00,6.0,7.0,7.0,7.0,6.0,5.0,3,6.6
2020-04-08 08:50:00,3.0,7.0,3.0,0.0,2.0,2.0,5,3.0
2020-04-08 08:50:00,7.0,8.0,6.0,6.0,4.0,6.0,3,6.2
2020-04-08 08:50:00,6.0,8.0,7.0,9.0,4.0,5.0,3,6.8
2020-04-08 08:50:00,6.0,10.0,4.0,4.0,4.0,3.0,11,5.6
2020-04-08 08:50:00,4.0,6.0,4.0,,2.0,5.0,12,4.0
2020-04-08 08:50:00,6.0,9.0,7.0,7.0,5.0,5.0,3,6.8
2020-04-08 08:50:00,4.0,4.0,3.0,,2.0,6.0,4,3.25
2020-04-08 08:50:00,4.0,6.0,4.0,1.0,3.0,1.0,5,3.6
2020-04-08 08:50:00,4.0,3.0,7.0,,1.0,2.0,2,3.75
2020-04-08 08:50:00,3.0,5.0,5.0,,1.0,3.0,2,3.5
2020-04-08 08:50:00,3.0,4.0,5.0,,2.0,2.0,2,3.5
2020-04-08 08:50:00,3.0,6.0,4.0,1.0,3.0,1.0,5,3.4
2020-04-08 08:50:00,5.0,9.0,4.0,5.0,6.0,4.0,11,5.8
2020-04-08 08:50:00,8.0,7.0,7.0,,4.0,4.0,14,6.5
2020-04-08 08:50:00,6.0,7.0,7.0,,5.0,4.0,14,6.25
2020-04-08 08:50:00,1.0,2.0,1.0,3.0,1.0,2.0,6,1.6
2020-04-08 08:50:00,5.0,8.0,5.0,7.0,4.0,4.0,3,5.8
2020-04-08 08:50:00,3.0,1.0,4.0,3.0,1.0,0.0,1,2.4
2020-04-08 08:50:00,7.0,7.0,6.0,5.0,6.0,1.0,9,6.2
2020-04-08 08:50:00,2.0,4.0,6.0,,1.0,3.0,2,3.25
2020-04-08 08:50:00,7.0,7.0,7.0,6.0,5.0,6.0,3,6.4
2020-04-08 08:50:00,6.0,7.0,7.0,,6.0,2.0,8,6.5
2020-04-08 08:50:00,5.0,9.0,5.0,4.0,4.0,4.0,11,5.4
